id_aluno,mun_formacao,uf_formacao,mun_trabalho,uf_trabalho,cbo_descricao,cnae_descricao,tipo_vinculo,natureza_juridica,remun_media_nominal,tempo_emprego_meses,carga_horaria,tipo_salario,mobilidade_mun,mobilidade_uf,setor_simplificado,ano_admissao,mes_ano_admissao
58296,Ferreiros,Pe,Ferreiros,Pe,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Empresário (Individual),1350.0,9.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
58307,Santa Rita,Pb,Santa Rita,Pb,Vendedor Em Comércio Atacadista,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,3242.98,30.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
58307,Cabedelo,Pb,João Pessoa,Pb,Assistente De Vendas,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,2526.4,4.1,44.0,Mensal,Sim,Não,Setor Privado,,NaT
58309,Rio De Janeiro,Rj,Rio De Janeiro,Rj,Tecnólogo Em Logística De Transporte,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,2641.98,7.4,,Mensal,Não,Não,Setor Privado,,NaT
58309,Recife,Pe,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1582.24,8.4,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
58309,Conde,Pb,João Pessoa,Pb,Tecnólogo Em Logística De Transporte,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2211.51,5.0,44.0,Mensal,Sim,Não,Setor Privado,,NaT
58309,Caaporã,Pb,João Pessoa,Pb,Tecnólogo Em Logística De Transporte,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2413.32,20.0,44.0,Mensal,Sim,Não,Setor Privado,,NaT
58309,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,547.89,7.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
58309,Angelim,Pe,Angelim,Pe,Almoxarife,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,1751.0,11.5,40.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
58338,Jacaraú,Pb,Jacaraú,Pb,Auxiliar De Cartório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Física Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Serviço Notarial E Registral (Cartório),1100.0,2.9,44.0,Mensal,Não,Não,Outros,,NaT
58338,Jacaraú,Pb,Jacaraú,Pb,Auxiliar De Cartório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Física Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Serviço Notarial E Registral (Cartório),1451.22,39.0,44.0,Mensal,Não,Não,Outros,,NaT
58410,Paulínia,Sp,Jaboatão Dos Guararapes,Pe,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,2719.51,1.9,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
58423,João Pessoa,Pb,Santa Rita,Pb,Secretária(O) Executiva(O),,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Associação Privada,1070.6,4.7,44.0,Mensal,Sim,Não,Terceiro Setor,,NaT
58423,João Pessoa,Pb,Santa Rita,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1482.61,5.1,44.0,Mensal,Sim,Não,Setor Privado,,NaT
58423,Santa Rita,Pb,Nantes,Sp,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1015.83,6.5,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
58425,Santa Rita,Pb,Santa Rita,Pb,Apontador De Produção,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1218.67,45.7,44.0,Tarefa,Não,Não,Setor Privado,,NaT
58426,João Pessoa,Pb,João Pessoa,Pb,Analista De Recursos Humanos,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1400.89,12.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
58426,Mamanguape,Pb,João Pessoa,Pb,Analista De Recursos Humanos,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Empresária Limitada,3360.0,1.8,44.0,Mensal,Sim,Não,Setor Privado,,NaT
58426,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,1128.05,13.0,40.0,Mensal,Não,Não,Setor Privado,,NaT
58471,João Pessoa,Pb,Nantes,Sp,Gerente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1344.61,10.9,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
58471,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1872.09,6.7,44.0,Mensal,Não,Não,Setor Privado,,NaT
58476,Brasília,Df,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Órgão Público Autônomo Federal,1313.07,6.0,30.0,Mensal,Sim,Sim,Setor Público,,NaT
58476,Fortaleza,Ce,Fortaleza,Ce,"Recepcionista, Em Geral",,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1145.57,13.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
55522,Santa Rita,Pb,Santa Rita,Pb,Assistente Administrativo,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Fundo Público Da Administração Direta Municipal,1210.0,10.9,40.0,Mensal,Não,Não,Outros,,NaT
55522,João Pessoa,Pb,Santa Rita,Pb,Assistente De Vendas,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1419.49,7.5,44.0,Mensal,Sim,Não,Setor Privado,,NaT
55542,João Pessoa,Pb,João Pessoa,Pb,Inspetor De Qualidade,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1694.47,41.9,43.0,Mensal,Não,Não,Setor Privado,,NaT
55542,João Pessoa,Pb,João Pessoa,Pb,Inspetor De Qualidade,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1660.61,36.9,43.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
55568,João Pessoa,Pb,João Pessoa,Pb,Operador De Telemarketing Ativo E Receptivo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Anônima Fechada,855.55,2.3,36.0,Mensal,Não,Não,Setor Privado,,NaT
55568,Alhandra,Pb,João Pessoa,Pb,Frentista,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2389.53,18.7,44.0,Mensal,Sim,Não,Setor Privado,,NaT
55568,João Pessoa,Pb,João Pessoa,Pb,"Recepcionista, Em Geral",,"Trabalhador Rural Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Lei Nr. 5.889/73, Por Prazo Indeterminado",Sociedade Empresária Limitada,1352.7,10.1,44.0,Mensal,Não,Não,Setor Privado,,NaT
55574,Mamanguape,Pb,João Pessoa,Pb,Comprador,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,4671.12,21.1,44.0,Mensal,Sim,Não,Setor Privado,,NaT
55602,João Pessoa,Pb,Nantes,Sp,Encanador,,"Servidor Regido Pelo Regime Jurídico Único (Federal, Estadual E Municipal) E Militar, Vinculado A Regime Próprio De Previdência",Autarquia Federal,4283.9,323.9,40.0,Mensal,Sim,Sim,Setor Público,,NaT
55615,João Pessoa,Pb,João Pessoa,Pb,Técnico De Vendas,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,3360.03,8.9,42.0,Mensal,Não,Não,Setor Privado,,NaT
55615,Campina Grande,Pb,João Pessoa,Pb,Gerente De Vendas,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,10832.37,7.0,99.0,Mensal,Sim,Não,Setor Privado,,NaT
55616,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1590.0,7.0,44.0,Mensal,Não,Não,Setor Privado,,NaT
55616,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1754.0,29.0,44.0,Mensal,Não,Não,Setor Privado,,NaT
55670,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1412.0,14.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
55674,Cabedelo,Pb,Cabedelo,Pb,Gerente De Loja E Supermercado,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,2068.82,0.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
55674,João Pessoa,Pb,João Pessoa,Pb,Gerente De Loja E Supermercado,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,2485.74,3.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
55674,João Pessoa,Pb,João Pessoa,Pb,Gerente De Loja E Supermercado,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,2916.54,9.0,44.0,Mensal,Não,Não,Setor Privado,,NaT
55674,João Pessoa,Pb,João Pessoa,Pb,Gerente De Loja E Supermercado,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,2794.06,7.0,44.0,Mensal,Não,Não,Setor Privado,,NaT
55674,João Pessoa,Pb,João Pessoa,Pb,Gerente De Loja E Supermercado,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,2259.79,2.0,44.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
55679,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1100.0,44.3,44.0,Mensal,Não,Não,Setor Privado,,NaT
55679,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1370.77,14.1,44.0,Mensal,Não,Não,Setor Privado,,NaT
55695,João Pessoa,Pb,João Pessoa,Pb,Repositor De Mercadorias,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,1507.69,39.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
55695,João Pessoa,Pb,João Pessoa,Pb,Supervisor Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,2839.37,68.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
55695,Conde,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2350.22,6.8,44.0,Mensal,Sim,Não,Setor Privado,,NaT
55705,João Pessoa,Pb,Nantes,Sp,Técnico Em Manutenção De Equipamentos De Informática,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1414.65,50.4,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
55705,Cabedelo,Pb,Nantes,Sp,Auxiliar De Contabilidade,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Empresa Individual De Responsabilidade Limitada (De Natureza Empresária),765.92,1.0,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
55721,João Pessoa,Pb,João Pessoa,Pb,Caixa De Banco,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,4452.25,11.9,30.0,Mensal,Não,Não,Setor Privado,,NaT
55721,João Pessoa,Pb,João Pessoa,Pb,Supervisor Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,6319.19,86.2,40.0,Mensal,Não,Não,Setor Privado,,NaT
55721,João Pessoa,Pb,João Pessoa,Pb,Caixa De Banco,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,4279.38,38.1,30.0,Mensal,Não,Não,Setor Privado,,NaT
55728,João Pessoa,Pb,Santa Rita,Pb,Operador De Telemarketing Ativo E Receptivo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1212.0,12.5,42.0,Mensal,Sim,Não,Setor Privado,,NaT
55728,Santa Rita,Pb,Santa Rita,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1239.42,2.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
55728,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Logistica,,"Aprendiz Contratado Nos Termos Do Art. 428 Da Clt, Regulamentado Pelo Decreto Nº 5.598, De 1º De Dezembro De 2005",Sociedade Empresária Limitada,630.38,9.6,30.0,Tarefa,Não,Não,Setor Privado,,NaT
55740,João Pessoa,Pb,João Pessoa,Pb,Administrador,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Cooperativa,2910.72,14.9,44.0,Mensal,Não,Não,Outros,,NaT
55740,Campina Grande,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Empresária Limitada,738.83,2.2,40.0,Mensal,Sim,Não,Setor Privado,,NaT
55740,João Pessoa,Pb,João Pessoa,Pb,Administrador,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,3597.22,21.0,40.0,Mensal,Não,Não,Setor Privado,,NaT
55740,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1466.56,21.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
55756,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,2491.55,19.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
55756,Cabedelo,Pb,Cabedelo,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,2408.59,31.3,44.0,Mensal,Não,Não,Setor Privado,,NaT
55784,João Pessoa,Pb,João Pessoa,Pb,Gerente De Contas - Pessoa Física E Jurídica,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,4471.53,4.4,40.0,Mensal,Não,Não,Setor Privado,,NaT
55784,João Pessoa,Pb,Santa Rita,Pb,Gerente De Contas - Pessoa Física E Jurídica,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,5862.35,40.4,40.0,Mensal,Sim,Não,Setor Privado,,NaT
55784,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Cooperativa,4617.46,38.2,40.0,Outros/Não Informado,Não,Não,Outros,,NaT
55795,Alagoa Grande,Pb,Alagoa Grande,Pb,"Recepcionista, Em Geral",,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Empresário (Individual),1145.83,9.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
55795,Alagoa Grande,Pb,Alagoa Grande,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1449.53,11.4,44.0,Mensal,Não,Não,Setor Privado,,NaT
55800,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Empresária Limitada,951.07,1.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
55800,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1777.4,9.4,44.0,Mensal,Não,Não,Setor Privado,,NaT
55800,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1783.17,8.0,44.0,Mensal,Não,Não,Setor Privado,,NaT
55838,Santa Rita,Pb,Santa Rita,Pb,Operador De Caixa,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1499.43,34.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
55838,João Pessoa,Pb,Santa Rita,Pb,Economista Financeiro,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Simples Pura,2915.14,33.0,44.0,Mensal,Sim,Não,Setor Privado,,NaT
55838,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1125.55,10.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
55872,Cabedelo,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2068.84,24.5,44.0,Mensal,Sim,Não,Setor Privado,,NaT
55872,Nova Olinda,Pb,Nantes,Sp,Diretor De Planejamento Estratégico,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Órgão Público Do Poder Executivo Municipal,1100.0,2.9,40.0,Mensal,Sim,Sim,Setor Público,,NaT
55878,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Empresário (Individual),949.67,2.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
55878,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Empresária Limitada,949.4,1.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
55878,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,2054.97,21.5,44.0,Mensal,Não,Não,Setor Privado,,NaT
55882,João Pessoa,Pb,João Pessoa,Pb,Supervisor Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1724.44,13.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
55895,João Pessoa,Pb,João Pessoa,Pb,Administrador,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2896.07,17.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
55895,João Pessoa,Pb,Santa Rita,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Cooperativa,1851.55,0.7,44.0,Mensal,Sim,Não,Outros,,NaT
55895,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Anônima Aberta,664.49,2.8,40.0,Mensal,Não,Não,Setor Privado,,NaT
55895,João Pessoa,Pb,João Pessoa,Pb,Comprador,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1398.32,1.4,44.0,Mensal,Não,Não,Setor Privado,,NaT
55895,João Pessoa,Pb,João Pessoa,Pb,Operador De Telemarketing Ativo E Receptivo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Anônima Fechada,403.05,0.7,36.0,Mensal,Não,Não,Setor Privado,,NaT
55908,João Pessoa,Pb,João Pessoa,Pb,Gerente Comercial,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2630.42,51.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
55913,João Pessoa,Pb,Nantes,Sp,Assistente Administrativo,,"Servidor Regido Pelo Regime Jurídico Único (Federal, Estadual E Municipal) E Militar, Vinculado A Regime Próprio De Previdência",Órgão Público Do Poder Executivo Municipal,1589.55,2.5,40.0,Mensal,Sim,Sim,Setor Público,,NaT
55913,João Pessoa,Pb,Nantes,Sp,Assistente Administrativo,,"Servidor Regido Pelo Regime Jurídico Único (Federal, Estadual E Municipal) E Militar, Vinculado A Regime Próprio De Previdência",Órgão Público Do Poder Executivo Municipal,1347.95,3.3,40.0,Mensal,Sim,Sim,Setor Público,,NaT
55935,João Pessoa,Pb,Nantes,Sp,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Empresário (Individual),1211.5,5.7,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
55935,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1597.41,18.0,44.0,Mensal,Não,Não,Setor Privado,,NaT
55935,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1586.0,1.0,99.0,Mensal,Não,Não,Setor Privado,,NaT
